username,like_count,comment_count,share_count,view_count,hashtags,age_group
anon_0799,23,1,0,521,"['workout', 'morning', 'baby', 'mom', 'walk', 'son', 'morningwalk', 'grwm', 'sahm', 'accountability', 'morninggrwm']",age2
anon_0800,53,6,2,863,"['christmas', 'dance', 'baby', 'greysanatomy', '8monthsold', 'sahm', 'nicubaby', 'momsoftiktok', '33weeker']",age2
anon_0801,1,1,0,25,"['cutebaby', 'funnybaby', 'newborn', 'babytalk', 'babylaugh', 'babycrying', 'newparents', 'sahm', 'breastpump', 'babycozy', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybreastpump', 'momcozylife', 'babylifesharing', 'momcozyaqgyu']",age2
anon_0802,456,20,94,26328,"['baby', 'fashion', 'walmart', 'trending', 'babyboy', 'haul', 'boymom', 'sahm', 'babyclothes', 'walmartfinds', 'babyhaul', 'walmartfashion', 'momtok', 'babiesoftiktok', 'momsoftiktok', 'babyclotheshaul']",age2
anon_0803,33,3,2,561,"['kids', 'baby', 'mom', 'babies', 'motherhood', 'newborn', 'postpartum', 'momlife', 'fyp', 'stayathomemom', 'sahm', 'momof3', 'momtok', 'babiesoftiktok', 'momsoftiktok', 'babiestiktok']",age2
anon_0804,52173,277,202,1411869,"['florida', 'baby', 'mom', 'coffee', 'trending', 'babyboy', 'fl', 'moms', 'special', 'trend', 'tampa', 'viralvideo', 'momandson', 'momlife', 'medical', 'fyp', 'specialneeds', 'stayathome', 'stayathomemom', 'vent', 'nicu', 'sahm', 'stpetersburg', 'gtube', 'trach', 'cdls', 'nicubaby', 'specialneedsmom', 'momtok', 'momsoftiktok', 'medicalmom', 'gtubebaby', 'trachmom', 'momsover30', 'medicalmama', 'fypシ', 'corneliadelangesyndrome']",age2
anon_0805,60,1,3,656,"['cutebaby', 'newborn', 'newparents', 'sahm', 'breastpump', 'babytips', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybra', 'momcozyuk', 'momcozybreastpump', 'momcozybaby', 'momcozyfr', 'momcozyde', 'momcozylife', 'comfelielife', 'momcozyla', 'momcozypon', 'hackshighlights', 'momcozysa']",age2
anon_0806,26,1,0,331,"['newborn', 'momlife', 'sahm', 'breastpump', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybra', 'momcozyuk', 'momcozybreastpump', 'momcozybaby', 'momcozyfr', 'momcozyde', 'momcozylife', 'babylifesharing', 'momcozyla', 'momcozysa', 'momcozygdvb']",age2
anon_0804,211,18,1,6448,"['florida', 'baby', 'mom', 'walk', 'walking', 'trending', 'babyboy', 'fl', 'tampa', 'viralvideo', 'momlife', 'medical', 'fyp', 'stroller', 'stayathome', 'stayathomemom', 'vent', 'nicu', 'sahm', 'stpetersburg', 'tubie', 'gtube', 'trach', 'cdls', 'momtok', 'foryoupage', 'momsoftiktok', 'medicalmom', 'gtubebaby', 'trachmom', 'medicalmama', 'doublestroller', 'fypシ', 'corneliadelangesyndrome']",age2
anon_0807,83,23,2,626,"['baby', 'mom', 'babygirl', 'momlife', 'sahm', 'momtok', 'momsoftiktok']",age2
anon_0808,73,8,10,795,"['baby', 'walmart', 'motherhood', 'trending', 'viral', 'babyboy', 'target', 'youngmom', 'sahm', 'targetfinds', 'babiesoftiktok', 'fypシ', 'fypシ゚viral', 'WalmartSyncAlong', 'targetbabyfinds', 'fypシ゚viral🖤tiktok☆♡🦋myvideo']",age2
anon_0809,32,2,0,325,"['baby', 'waiting', 'wife', 'kaiser', 'sahm', 'doctorappointment', 'firewife', 'momsoftiktok', 'wivesoftiktok']",age2
anon_0810,80,5,4,953,"['baby', 'dadjokes', 'fyp', 'babyfever', 'dadlife', 'sahm', 'babytok', 'dadsoftiktok']",age2
anon_0811,135,89,0,685,"['baby', 'growingup', 'shopping', 'sahm', 'babyclothes', 'momsoftiktok']",age2
anon_0812,271,16,42,49802,"['selenagomez', 'july', 'summer', 'family', 'halloween', 'baby', 'august', 'teamwork', 'fashion', 'americangirl', 'happyjuice', 'fyp', 'momhack', 'olympics', 'lastsupper', 'cutegirlhairstyles', 'sahm', 'magnesium', 'roadto10k', 'sleepschedule', 'thirtysomething', 'influencer', 'momof2', 'momfriends', 'olympics2024', 'backtoschoolhacks', 'styleinspo', 'momtok', 'tiktoker', 'bangstutorial', 'foryoupage', 'tiktokmoms', 'momsoftiktok', 'parentinghumor', 'tiktokmommas', 'momsover30', 'fypppp', 'fyppage', 'sleeptraining', 'fyppp', 'momssupportingmoms', 'fypppppppppppppp', 'momcontent', 'fyppppppppppppppppppppppp', 'toddlerhack', 'contentgap', 'cortisollevels', 'wakewindows', 'influencergto', 'creatorinsights']",age2
anon_0813,102,6,0,1328,"['baby', 'god', 'motherhood', 'marriage', 'ftm', 'parenthood', 'boymom', 'sahm', 'firsttimeparents', 'babiesoftiktok', 'momsoftiktok', 'wfhmom']",age2
anon_0814,12073,50,26,137137,"['baby', 'momlife', 'fyp', 'youngmom', 'teenpregnancy', 'sahm', 'momsoftiktok']",age2
anon_0815,24,1,0,782,"['baby', 'basketball', 'fyp', 'vlogging', 'sahm', 'sahmlife', 'momof2', 'foryp', 'momsoftiktok', 'basketballtiktok']",age2
anon_0816,78,11,2,624,"['baby', 'babyboy', 'fyp', 'singlemom', 'sahm']",age2
anon_0817,74,6,0,468,"['mybaby', 'nevergrowup', 'babyboy', 'youngmom', 'chunkybaby', '4monthsold', 'sahm', 'babyclothes']",age2
anon_0818,49,1,0,433,"['baby', 'stitch', 'viral', 'fyp', 'sahm', 'foryoupage']",age2
anon_0819,30,3,1,599,"['baby', 'babylove', 'makemoney', 'notmybaby', 'newborn', 'breastfeeding', 'sidehustle', 'stayathomemom', 'surrogate', 'followmyjourney', 'sahm', 'lgbtqfamily', 'embryo', 'ivf', 'gshc', 'fertility', 'surrogacy', 'growafamily', 'gayparenting', 'fertilityjourney', 'theirbunmyoven', 'surrogatejourney', 'surrogacyjourney', 'frozenembryotransfer', 'lovemyagency', '1dpt', 'surrogatecompensation', 'iamasurrogate', 'embrotransfer', 'gshcsurrogacy', 'surrogatepay', 'howtogrowafamily', 'gshcfamily', 'surrogaterequirement', 'onedpt']",age2
anon_0820,22,10,2,370,"['baby', 'mom', 'mama', 'babygirl', 'creator', 'sahm', 'momsoftiktok']",age2
anon_0821,23,4,1,658,"['baby', 'mom', 'healthy', 'babyboy', 'organic', 'oneyearold', 'babyfood', 'youngmom', 'boymom', 'stayathomemom', 'firsttimemom', 'sahm', 'newmom', '13monthsold', 'babytok', 'babyledweaning', 'blw', 'grassfed', 'momsoftiktok', 'startingsolids', 'sahmsoftiktok', 'blwideas', 'babymealprep', 'whatmybabyeats', 'solidstarts', 'babyledweaningideas']",age2
anon_0822,157,5,3,2226,"['mom', 'newborn', 'foryou', '3weeksold', 'momlife', 'newbornbaby', 'sahm', 'sahmlife', 'foryoupage', 'momsoftiktok', '3weekspostpartum', 'sahmsoftiktok', 'newbornessentials', 'newbornmusthaves']",age2
anon_0823,72,1,0,682,"['cutebaby', 'funnybaby', 'newborn', 'babytalk', 'babylaugh', 'babycrying', 'newparents', 'sahm', 'breastpump', 'babycozy', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybreastpump', 'momcozylife', 'babylifesharing', 'babypkl']",age2
anon_0824,8,1,0,252,"['newborn', 'sahm', 'breastpump', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybra', 'momcozyuk', 'momcozybreastpump', 'momcozybaby', 'momcozyde', 'momcozylife', 'momcozyla', 'babycozygood', 'momcozysa', 'momcozydsb']",age2
anon_0825,166,7,6,41366,"['baby', 'wife', 'sahm', 'lonche', 'pregnantbellpepper']",age2
anon_0826,432,24,5,7030,"['family', 'baby', 'babygirl', 'teacher', 'newborn', 'newbornbaby', 'maternityleave', 'workingmom', 'sahm', 'babytok', 'maternity', 'babytiktok', 'teachersoftiktok']",age2
anon_0827,63,13,7,322,"['california', 'mom', 'newborn', 'adayinthelife', 'boymom', 'sahm']",age2
anon_0828,43,4,0,589,"['morning', 'lifestyle', 'baby', 'mommy', 'clean', 'cleaning', 'teamwork', 'dayinthelife', 'morningroutine', 'viral', 'moms', 'viralvideo', 'momanddaughter', 'postpartum', 'dailyvlog', 'momlife', 'youngmom', 'camper', '6monthold', 'dit', 'rv', 'husbandwife', 'nighttimeroutine', 'stayathomemom', 'firsttimemom', 'dayinmylife', 'sahm', 'newmom', 'rvlife', 'camperlife', 'babytok', 'momtok', 'moringinmylife', 'momrelatable', 'foryoupage', 'momsoftiktok', 'rvlifestyle', 'foryoupageofficial', 'camperlifestyle', 'cleantok', 'capcut', 'momunder25', 'motherhoodunfiltered', 'cleaningtok', 'sahmtok']",age2
anon_0829,84,28,7,453,"['christmas', 'morning', 'baby', 'mom', 'goodmorning', 'babygirl', 'mother', 'routine', 'morningroutine', 'momlife', 'vlog', 'vlogmas', 'sahm', 'sahmlife', 'contentcreator']",age2
anon_0830,7,3,0,101,"['baby', 'motherhood', 'diapers', 'postpartum', 'momlife', 'fyp', 'stayathome', 'newparents', 'sahm', 'sahmlife', 'naptrapped', 'babiesoftiktok', 'momsoftiktok']",age2
anon_0831,30,1,0,700,"['cutebaby', 'funnybaby', 'newborn', 'babytalk', 'babylaugh', 'babycrying', 'newparents', 'sahm', 'breastpump', 'babycozy', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybreastpump', 'momcozylife', 'babylifesharing', 'momcozytygb']",age2
anon_0832,39,2,3,646,"['cutebaby', 'funnybaby', 'newborn', 'babytalk', 'babylaugh', 'babycrying', 'newparents', 'sahm', 'breastpump', 'babycozy', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybreastpump', 'momcozylife', 'babylifesharing', 'momcozypll']",age2
anon_0833,53,8,2,648,"['baby', 'babyfood', 'fyp', 'sahm', 'paratii']",age2
anon_0834,27,4,0,486,"['wife', 'newborn', 'ftm', 'breastfeeding', 'pumping', 'sahm', 'exclussivelybreastfed']",age2
anon_0835,21,1,1,659,"['baby', 'babylove', 'mom', 'babygirl', 'mother', 'trending', 'viralvideo', 'postpartum', 'momlife', 'fy', 'fyp', 'babyfever', 'firsttimemom', 'momhumor', 'sahm', 'explorepage', 'trendingvideos', 'momhacks', 'babytok', 'momgroup', 'foryoupage', 'babytiktok', 'blacktiktok', 'momtiktok', 'babycontent', 'momcontent']",age2
anon_0836,33,6,0,248,"['cutebaby', 'funnybaby', 'newborn', 'babytalk', 'babylaugh', 'babycrying', 'newparents', 'sahm', 'breastpump', 'babycozy', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybreastpump', 'momcozylife', 'babylifesharing', 'momcozyouvb']",age2
anon_0837,28,4,28,491,"['cleaning', 'newborn', '1yearold', '3yearold', '3kids', 'sahm', 'cleantok', 'middayreset']",age2
anon_0838,2070,363,23,101999,"['baby', 'fyp', 'prayforcaleb', 'momof5', 'sahm', 'dermatologist', 'excema']",age2
anon_0839,32,2,0,293,"['baby', 'newborn', 'sahm', 'breastpump', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybra', 'momcozyuk', 'momcozybreastpump', 'momcozybaby', 'momcozyfr', 'momcozyde', 'momcozylife', 'babylifesharing', 'momcozyla', 'momcozysa', 'momcozywdvu']",age2
anon_0840,68,16,0,824,"['newborn', 'sahm', '2under2', 'sophieandleo', 'sophieandrosalie']",age2
anon_0841,64,6,1,867,"['memories', 'baby', 'babygirl', 'babyfever', 'stayathomemom', 'sahm', 'babytok', 'momtok', 'babytiktok', 'momsoftiktok', 'navyjames']",age2
anon_0842,231,5,48,8449,"['baby', 'motherhood', 'sahm', 'momtok', 'momsoftiktok']",age2
anon_0843,16,2,2,947,"['love', 'cute', 'baby', 'time', 'growingup', 'joy', 'babies', 'f', 'crying', 'slowdown', 'babyboy', 'godisgood', 'babymilestones', 'y', 'p', 'tears', 'newborn', 'foryou', 'miracle', 'ftm', 'firstborn', 'foru', 'fy', 'ultrasound', 'boymom', 'oldparents', 'sahm', 'newmom', 'timeslowdown', 'imnotcryingyourecrying', 'babytok', 'firsttimeparents', 'ivf', 'foryoupage', 'babytiktok', 'fypage', 'ivfmiracle', 'babiesoftiktok', 'momsoftiktok', 'babiesoftictok', 'familytok', '3dultrasound', 'babytoks', 'forthischildwehaveprayed', 'ultrasoundtok', 'martinmiracle', 'ultrasoundvsnewborn', 'creatorsearchinsights', 'adventuresofthemartinmiracle']",age2
anon_0844,26,1,0,227,"['cutebaby', 'funnybaby', 'newborn', 'babytalk', 'babylaugh', 'babycrying', 'newparents', 'sahm', 'breastpump', 'babycozy', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybreastpump', 'momcozylife', 'babylifesharing', 'momcozylvha']",age2
anon_0845,34,4,0,331,"['life', 'baby', 'nap', 'busy', 'teenmom', 'inlaws', 'fyp', 'sahm', 'momsoftiktok', 'momcontentcreator']",age2
anon_0804,146,7,3,7590,"['florida', 'baby', 'mom', 'birthday', 'park', 'trending', 'babyboy', 'fl', 'special', 'trendy', 'tampa', 'momlife', 'fyp', 'stayathome', 'stayathomemom', 'vent', 'nicu', 'sahm', 'stpetersburg', 'tubie', 'gtube', '2ndbirthday', 'trach', 'cdls', 'specialneedsmom', 'momtok', 'viraltiktok', 'momsoftiktok', 'medicalmom', 'gtubebaby', 'trachmom', 'medicalmama', 'fypシ', 'corneliadelangesyndrome']",age2
anon_0846,19,1,0,277,"['newborn', 'momlife', 'sahm', 'breastpump', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybra', 'momcozyuk', 'momcozybreastpump', 'momcozybaby', 'momcozyfr', 'momcozyde', 'momcozylife', 'babylifesharing', 'momcozyla', 'momcozyszlh', 'momcozysa']",age2
anon_0847,439,58,2,2802,"['baby', 'viral', 'fyp', 'sahm', 'camperlife', 'momssupportingmoms']",age2
anon_0848,133,2,1,3582,"['baby', 'mom', 'motherhood', 'babyboy', 'newborn', 'newsoul', 'postpartum', 'fyp', 'newbornbaby', 'sahm', 'motherhoodunplugged', 'postpartumjourney', 'momsoftiktok', 'parentsoftiktok']",age2
anon_0849,169280,85,872,2336512,"['newborn', 'sahm', 'breastpump', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybra', 'momcozybreastpump', 'momcozybaby', 'momcozylife', 'babycozygood', 'momcozyslg']",age2
anon_0819,20,2,1,404,"['baby', 'babylove', '4you', 'makemoney', 'notmybaby', 'newborn', 'fyp', 'breastfeeding', 'sidehustle', 'stayathomemom', 'surrogate', 'followmyjourney', 'sahm', 'lgbtqfamily', 'ivf', 'gshc', 'fertility', 'foryoupage', '4upage', 'surrogacy', 'growafamily', 'gayparenting', 'fertilityjourney', 'theirbunmyoven', 'surrogatejourney', 'surrogacyjourney', 'lovemyagency', 'surrogatecompensation', 'iamasurrogate', 'gshcsurrogacy', 'surrogatepay', 'howtogrowafamily', 'gshcfamily', 'surrogaterequirement']",age2
anon_0850,34,2,2,334,"['baby', 'naptime', 'fyp', 'sahm']",age2
anon_0219,9582,130,147,235701,"['baby', 'babylove', 'mom', 'relatable', 'cutebaby', 'son', 'amor', 'latina', 'babyboy', 'moms', 'foryou', 'viralvideo', 'momlife', 'fy', 'fyp', '5monthsold', 'hijo', 'sahm', 'sahmlife', 'babytok', 'paratii', 'maternidad', 'momtok', 'babytiktok', 'babiesoftiktok', 'momsoftiktok', 'bebe', 'momsover30', 'bebestiktoks']",age2
anon_0851,76,3,0,650,"['baby', 'mom', 'dayinthelife', 'fyp', 'babyboys', 'boymom', 'irishtwins', 'sahm', '2under1']",age2
anon_0852,102,6,1,9651,"['baby', 'newborn', 'postpartum', 'firsttimemom', 'sahm', 'newmom', 'girlmom', 'momtok', 'postpartumjourney']",age2
anon_0853,65,9,0,1056,"['baby', 'mom', 'cutebaby', 'gift', 'trending', 'viral', 'moms', '10months', 'fyp', '10monthsold', 'sahm', 'boobasket', 'momtok', 'momsoftiktok', 'fypageシ', 'boobasketideas', 'boobasketseason', 'babyboobasket', 'tayelynnesandi', 'itslogancuellar']",age2
anon_0854,38,4,0,442,"['4monthsold', 'boymom', 'sahm', 'sahmlife', 'lifestyleblogger', 'momtok', 'tiktokmoms', 'fypage']",age2
anon_0855,19,2,1,253,"['cutebaby', 'funnybaby', 'newborn', 'babytalk', 'babylaugh', 'babycrying', 'newparents', 'sahm', 'breastpump', 'babycozy', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybreastpump', 'momcozylife', 'babylifesharing', 'momcozyouvb']",age2
anon_0856,47,2,1,1152,"['newborn', 'momlife', 'sahm', 'breastpump', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybra', 'momcozyuk', 'momcozybreastpump', 'momcozybaby', 'momcozyfr', 'momcozyde', 'momcozylife', 'babylifesharing', 'momcozyla', 'momcozysa', 'momcozyoppv']",age2
anon_0857,20,1,0,361,"['football', 'coffee', 'newborn', 'fyp', 'tjmaxx', 'wholefoods', 'sahm']",age2
anon_0858,1181,6,157,30114,"['lionking', 'happysunday', 'disney', 'liloandstitch', 'babygirl', 'walmart', 'motherhood', 'trending', 'babyboy', 'bambi', 'minniemouse', 'draft', 'foryou', 'winniethepooh', 'disneybaby', 'babystyle', 'babyshower', 'momlife', 'walmartrun', 'fyp', 'youngmom', 'newbornbaby', 'novemberbaby', 'septemberbaby', 'walmartshopping', 'babyfashion', 'boymom', 'winterfashion', 'fallfashion', 'babyoutfit', 'sahm', 'babyclothes', 'walmartfinds', 'babyshopping', 'walmarthaul', 'momof2', 'newarrivals', 'babyhaul', 'shopwithme', 'babytok', 'walmartstyle', 'boymama', 'girlmom', 'firsttimemoms', 'fallhaul', 'winterhaul', 'trendybaby', 'walmartbaby', 'babygift', 'runtowalmart', 'walmartfashion', '2024baby', 'momtok', 'dueinaugust', 'babyclothing', 'walmartbabysection', 'babygirloutfit', 'babyootd', 'fypage', 'babiesoftiktok', 'momsoftiktok', 'momof2under2', 'girlmama', 'walmartdeals', 'walmarttok', 'disneyfinds', 'mamasoftiktok', 'dueinoctober', 'affordablefashion', 'babyboyoutfit', 'babyboyootd', 'babyessentials', 'xyzbca', 'babygirlootd', 'babymusthaves', 'expectingmoms', 'babyfinds', 'fypシ゚viral', 'toddlerfinds', 'walmartbabyregistry', 'babyclotheshaul', 'shopwithmeatwalmart', 'walmartbabyclothes', 'sahmtok', 'walmartbabyfinds', 'newatwalmart', 'walmartbabyhaul', 'walmartshopwithme', 'duein2024']",age2
anon_0859,232,34,4,3514,"['baby', 'mommy', 'babyboy', 'foryou', 'momlife', 'babyfood', 'fyp', 'sahm', '7monthsold', 'babytok', 'momtok', 'babyoatmeal', 'homemadebabyfood', 'babyrecipes', 'mamisdetiktok']",age2
anon_0860,12,2,0,169,"['baby', 'cutebaby', 'babygirl', 'ftm', 'memory', 'fyp', 'genx', 'firstyear', 'sahm', 'babiesoftiktok', 'fypシ', 'genxmom', 'capcut']",age2
anon_0861,29,2,1,548,"['baby', 'mom', 'pasta', 'sauce', 'trends', 'conversations', 'boymom', 'firsttimemom', 'sahm', 'newmom', 'penne', 'workingmoms', 'momtok', 'mombrain', 'momsoftiktok', 'boymomclub']",age2
anon_0862,37,1,0,266,"['newborn', 'momlife', 'sahm', 'breastpump', 'momcozy', 'momcozypump', 'wearablepumps', 'babyeuji', 'momcozybra', 'momcozyuk', 'momcozybreastpump', 'momcozybaby', 'momcozyfr', 'momcozyde', 'momcozylife', 'babylifesharing', 'momcozyla', 'momcozysa']",age2
anon_0863,1,2,0,10,"['baby', 'funnybaby', 'newborn', 'momlife', 'stayathomemom', 'newparents', 'firsttimemom', 'sahm', 'pumpatwork', 'babiesoftiktok', 'momcozy', 'momcozypump', 'momcozybreastpump', 'momcozylife', 'rpaseqr164', 'shdsn', 'momcozypretty', 'cozierfed', 'shdsnbrz0626']",age2
anon_0864,43,6,0,467,"['baby', 'bubbles', 'babyboy', 'fyp', 'infant', 'bubblefun', 'boymom', 'sahm', 'sahmlife', 'corememories', 'corememory', 'fypage', 'fypシ', 'sahmsoftiktok', 'creatorsearchinsights']",age2
anon_0865,692,15,50,36201,"['goals', 'baby', 'cutebaby', 'milestone', 'babyboy', 'newborn', 'momlife', 'babygoals', 'milestones', 'development', '1monthold', 'boymom', 'newparents', 'firsttimemom', 'sahm', 'sahmlife', 'maternity', 'babiesoftiktok', 'momsoftiktok', 'babyactivities']",age2
anon_0821,25,4,2,381,"['baby', 'mom', 'babyboy', 'babyfood', 'youngmom', '10monthsold', 'boymom', 'stayathomemom', 'firsttimemom', 'sahm', 'newmom', 'babytok', 'babyledweaning', 'blw', 'momsoftiktok', 'startingsolids', 'sahmsoftiktok', 'blwideas', 'babymealprep', 'whatmybabyeats', 'solidstarts', 'babyledweaningideas']",age2
anon_0866,131,41,0,902,"['mountain', 'daughter', 'love', 'baby', 'work', 'mountains', 'loveit', '9to5', 'cabin', 'workallday', '24seven', 'sahm', 'sahmlife', '2under3', 'bebe', '2under3mom']",age2
anon_0867,27,2,0,343,"['love', 'happy', 'baby', 'daily', 'hurricane', 'milton', 'sahm', 'fransfunsandyums']",age2
anon_0868,94,1,4,1573,"['teamwork', 'ootd', 'viral', 'newborn', 'foryou', 'boymom', 'sahm', 'babyootd', 'fypシ゚']",age2
anon_0869,113,4,1,523,"['love', 'family', 'baby', 'military', 'mama', 'son', 'trending', 'babyboy', 'momandson', 'mamasboy', 'milso', 'fyp', 'highschoolsweethearts', 'navyfamily', 'youngmama', 'firsttimemom', 'sahm', 'trendingsound', 'newmama', 'boymama', 'youngparents', 'momtok', 'foryoupage', 'momsoftiktok', 'mamasoftiktok', 'motherhoodunfiltered']",age2
anon_0870,7,1,0,173,"['newborn', 'momlife', 'sahm', 'breastpump', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'momcozybra', 'momcozyuk', 'momcozybreastpump', 'momcozybaby', 'momcozyde', 'momcozylife', 'babylifesharing', 'momcozyla', 'momcozysa', 'momcozycugpj']",age2
anon_0871,4076,90,53,122962,"['lifestyle', 'relatable', 'trending', 'viral', 'newborn', 'realistic', 'postpartum', 'youngmom', 'unfiltered', 'firsttimemom', 'dayinmylife', 'sahm', 'momtok', 'foryoupage', 'pumpingmom', 'momoftiktok', 'microinfluencer', 'colustrum']",age2
anon_0872,5089,156,1974,68380,"['mom', 'babygirl', 'newborn', 'momcomedy', 'sahm', 'momsoftiktok']",age2
anon_0873,24,3,0,300,"['love', 'beautiful', 'baby', 'mommy', 'smile', 'boy', 'motherhood', 'babyboy', 'firsttimemom', 'sahm', 'newmom', 'noahcruz']",age2
anon_0874,113,5,0,945,"['baby', 'explore', 'sahm', 'fyppppppppppppppppppppppp']",age2
anon_0875,163,2,1,3050,"['baby', 'mama', 'boy', 'mamasboy', 'firsttimemom', 'sahm', 'newmom', 'momtok', 'momsoftiktok']",age2
anon_0876,47,1,0,313,"['cutebaby', 'funnybaby', 'newborn', 'babytalk', 'babylaugh', 'babycrying', 'newparents', 'sahm', 'breastpump', 'babycozy', 'babiesoftiktok', 'momcozy', 'momcozypump', 'wearablepumps', 'babynkl', 'momcozybreastpump', 'comfelie', 'momcozylife', 'babylifesharing', 'momcozyjo', 'comfelielife']",age2
anon_0877,18,3,1,329,"['newborn', 'momlife', 'twoyearsold', 'sahm', 'ditl', 'firsttimeparents', 'capcut', 'girsttimemom']",age2
anon_0878,26,4,1,415,"['trending', 'viral', 'momlife', 'fyp', '4monthsold', 'boymom', 'sahm', 'sahmlife', 'newmom', 'momlifebelike', 'momtok', 'momsoftiktok', 'momcontent', 'fyyyyppppppp', 'babymusthaves', 'unfilteredmotherhood', 'favoritebabyproducts', 'unfilteredmotherhoodo']",age2
anon_0879,92,8,3,1013,"['baby', 'cutebaby', 'trending', 'babyboy', 'funnyvideos', 'fyp', 'sahm', 'babytok', 'babytiktok', 'babiesoftiktok', 'momsoftiktok', 'fypシ゚viral']",age2
anon_0880,29,4,0,703,"['newborn', 'postpartum', 'newton', 'bassinet', 'sahm', 'secondtimemom', 'bedsidebassinet', 'newtonbassinet']",age2
anon_0219,6103,152,285,80474,"['party', 'baby', 'babylove', 'mom', 'relatable', 'oldschool', 'mama', 'cutebaby', 'reggaeton', 'latina', 'babyboy', 'moms', 'baile', 'foryou', 'plussize', 'perreo', 'viralvideo', 'momlife', 'alexisyfido', 'fy', 'fyp', 'boymom', 'momhumor', 'sahm', 'sahmlife', 'paratii', 'maternidad', 'contenido', 'clasicosdelreggeaton', 'mamajoven', 'momtok', 'maternidadereal', 'babytiktok', 'babiesoftiktok', 'momsoftiktok', 'mamaprimeriza', 'bebe', 'momsover30', 'bebestiktoks', 'pasosprohibidos', 'mamitasdetiktok']",age2
anon_0881,64,3,0,507,"['haha', 'mom', 'meme', 'newborn', 'fyp', 'boymom', 'sahm', 'memecut']",age2
anon_0882,102,36,3,814,"['halloween', 'baby', 'shopping', 'foryou', 'momlife', 'tjmaxx', 'sahm', 'foryoupagе', 'momsoftiktok']",age2
anon_0883,2455,14,31,36310,"['baby', 'mom', 'relatable', 'babies', 'parents', 'momlife', 'fyp', 'parenthood', 'babyfever', 'sahm', 'babiesoftiktok', 'momsoftiktok', 'zxycba', 'ChewTheVibes']",age2
anon_0821,444,26,11,9865,"['baby', 'mom', 'healthy', 'babyboy', 'organic', 'oneyearold', 'babyfood', 'youngmom', 'boymom', 'stayathomemom', 'firsttimemom', 'sahm', 'newmom', '13monthsold', 'babytok', 'babyledweaning', 'blw', 'grassfed', 'momsoftiktok', 'startingsolids', 'sahmsoftiktok', 'blwideas', 'babymealprep', 'whatmybabyeats', 'solidstarts', 'babyledweaningideas']",age2
anon_0884,50,2,0,927,"['baby', 'momlife', 'firsttimemom', 'sahm', 'momsoftiktok', 'sleepregression', '4monthsleepregression']",age2
anon_0885,85,11,0,1558,"['baby', '6months', 'fyp', 'puree', 'gerber', 'reels', 'sahm']",age2
anon_0886,74,1,3,719,"['baby', 'cutebaby', 'newborn', 'uk', 'newdad', 'newparents', 'firsttimemom', 'sahm', 'uktiktok', 'babiesoftiktok', 'dadsoftiktok', 'momcozy', 'momcozypump', 'ukcozie', 'momcozybreastpump', 'momcozylife', 'momoczyuk']",age2
anon_0887,9,2,0,466,"['kids', 'baby', 'babygirl', 'babyboy', 'farmlife', 'sahm', 'babyclothes', 'angeldear', 'momsoftiktok', 'bambooclothing']",age2
anon_0828,74,1,2,594,"['morning', 'lifestyle', 'baby', 'mommy', 'dayinthelife', 'viral', 'moms', 'momanddaughter', 'postpartum', 'dailyvlog', 'youngmom', 'dit', 'husbandwife', 'nighttimeroutine', 'stayathomemom', 'firsttimemom', '6monthsold', 'sahm', 'newmom', 'babytok', 'momtok', 'moringinmylife', 'momrelatable', 'foryoupage', 'momsoftiktok', 'foryoupageofficial', 'capcut', 'momunder25', 'motherhoodunfiltered', 'sahmtok']",age2
anon_0888,31,1,0,2810,"['baby', 'viral', 'morningvibes', 'page', 'dailyroutine', 'momlife', 'puf', 'breastfeeding', 'wfh', 'sahm', 'afternoonroutine', 'momof2', 'lunc', 'pyf', 'momvlog', 'cleanroutine', 'momtoks', 'wfhmom', 'cleantok', 'breastfedbabe', 'pyfツ', 'latinastiktok', 'wfhtotiktok', 'wfhroutine', 'sahmtiktok', 'ditlofamom', 'toodlermakingsushi', 'wfhnobreaks']",age2
anon_0889,1,1,0,3,"['baby', 'newborn', 'momlife', 'stayathomemom', 'newparents', 'firsttimemom', 'sahm', 'babymonitor', 'primeday', 'pumpatwork', 'babiesoftiktok', 'momcozy', 'momcozypump', 'momcozybreastpump', 'momcozylife', 'mommypmp', 'babebbm']",age2
