username,like_count,comment_count,share_count,view_count,hashtags,age_group
anon_2643,35,17,0,344,"['park', 'playground', 'viralvideo', 'momlife', 'fyp', 'kindergarten', 'coop', 'homeschool', 'homeschooled', 'homeschoollife', 'sahm', 'homeschooling', 'vira', 'girlmom', 'momtok', 'viral_video', 'smallcontentcreator']",age4
anon_2644,31,1,1,427,"['tiktok', 'foryou', 'firstborn', 'momandson', 'backtoschool', 'momlife', 'firstdayofschool', 'prek', 'trusttheprocess', 'elementaryschool', 'asmr', 'sahm', 'sahmlife', 'softlife', 'backtoschoolhaul', 'asmrsounds', 'kidshaircut', 'anewera', 'foryoupage', 'momsoftiktok', 'microinfluencer', 'backtoschoolasmr', 'monetizetiktok', 'sahmsoftiktok', 'youngmomsoftiktok', 'softlifestyle', 'capcut', 'sahmasmr', 'softlifeera', 'moms25andunder', 'prekbacktoschool']",age4
anon_2549,58,1,2,831,"['bilingual', 'classroom', 'prek', 'fyp', 'kindergarten', 'sahm', 'teachertips', 'teachersoftiktok', 'firstyearteacher', 'heggerty', 'phonemicawareness']",age4
anon_2645,38,12,0,357,"['fyp', 'kindergarten', 'boymom', 'momthings', 'sahm']",age4
anon_0007,93,23,4,1496,"['motherhood', 'kindergarten', 'homeschool', 'bingo', 'sahm', 'homeschoolmom', 'kindergartenactivities', 'homeschoolpreschool', 'homeschoolactivities', 'homeschoolkindergarten']",age4
anon_2646,27,1,0,1172,"['backtoschool', 'scootergang', 'kindergarten', 'sahm']",age4
anon_2647,40,4,0,463,"['mybaby', 'firstborn', 'firstdayofschool', 'bestillmyheart', 'kindergarten', 'sahm']",age4
anon_2648,298,62,2,2727,"['parenting', 'momlife', 'kindergarten', 'sahm', 'sahmlife', 'momsoftiktok']",age4
anon_2649,47,5,1,533,"['drafts', 'armywife', 'milso', 'kindergarten', 'autismawareness', 'sahm', 'texasmom', 'kindergartenmom', 'sahmsoftiktok', 'sahmof5', 'letsmakesomelunchformykids', 'packalunchwithme', 'packinglunchformykid', 'blackmomcreators', 'blackmomcontentcreator', 'supportneedsfamily', 'supportneedsmom']",age4
anon_2650,22,2,0,342,"['school', 'elementaryschool', 'workingmom', 'sahm', 'sahmlife', 'sahmomsbelike', 'sahmof3', 'workingmomsoftiktok', 'sahmsoftiktok']",age4
anon_2651,36,1,0,949,"['momlife', 'kindergarten', 'youngestchild', 'sahm']",age4
anon_2652,22,4,3,1330,"['habesha', 'momlife', 'kindergarten', 'lunchbox', 'schoollunch', 'sahm', 'momof2', 'tiktokshop', 'schoollunchideas', 'omiebox', 'ethiopian_tik_tok', 'packlunchformykids', 'packlunchwithme', 'packlunchideas', 'omielunchbox', 'tiktokshopfinds']",age4
anon_2653,118,13,1,982,"['funnykids', 'momlife', 'kindergarten', 'sahm', 'corememories']",age4
anon_2654,66,6,0,876,"['library', 'kindergarten', 'homeschool', 'sahm', 'teachersoftiktok', 'momsoftiktok', 'parentsoftiktok', 'writersoftiktok', 'readersoftiktok', 'earlyreading']",age4
anon_2655,65,13,0,404,"['kindergarten', 'sahm', 'relatablemom', 'momtok', 'momsoftiktok']",age4
anon_2124,74,37,0,546,"['homeschool', 'sahm', 'homeschoolers', 'girlmom', 'homeschoolroutine', 'homeschoolersoftiktok', 'homeschoolkindergarten']",age4
anon_2656,13,4,8,971,"['backtoschool', 'kindergarten', 'sahm']",age4
anon_2422,164,12,0,2785,"['homeschool', 'vlog', 'sahm', 'ditl', 'athomelearning', 'momsoftiktok', 'preschoolhomeschool', 'kindergartenhomeschool', 'firstgradehomeschool']",age4
anon_2657,16,3,0,176,"['elementaryschool', 'sahm', 'contentcreator', 'kidstiktok', 'grwmforschool', 'blackgirltiktok', 'contentcreatortips', 'fypシ゚viral', 'teebabyii']",age4
anon_2658,27,1,3,289,"['nervous', 'foryou', 'momlife', 'firstdayofschool', 'fyp', 'kindergarten', 'sahm', 'momtok', 'momsoftiktok', 'worried']",age4
anon_2481,10,3,0,303,"['fyp', 'kindergarten', 'homeschool', 'kinder', 'sahm']",age4
anon_2659,60,13,0,789,"['momlife', 'highschools', 'sahm', 'sahmlife', 'educationmajor', 'elementaryeducation', 'momtok', 'momsoftiktok', 'observationhours']",age4
anon_2422,41,1,0,965,"['realistic', 'homeschool', 'nonreligious', 'sahm', 'ditl', 'secular', 'preschoolhomeschool', 'secularhomeschool', 'kindergartenhomeschool', 'ditlofamom', 'ditlvlog', 'ditlofasahm', 'realisticditl', 'nonreligioushomeschool', 'realisticditlofasahm', 'realisticditlvlog']",age4
anon_2660,70,4,1,2204,"['blessed', 'onlyson', 'sahm', 'kindergartenteacher', 'momsoftiktok', 'giftforteacher', 'fyppppppppppppppppppppppp', 'backtoschool2024']",age4
anon_2661,15,2,0,700,"['social', 'homeschool', 'firstgrade', 'sahm', 'homeschoolmom', 'momsoftiktok', 'homeschoolersoftiktok']",age4
anon_2662,19,4,3,440,"['foryou', 'fyp', 'homeschool', 'firstgrade', 'sahm', 'momtok', 'preschoolprep', 'momsoftiktok', 'ditlofamom']",age4
anon_2663,60,19,1,943,"['school', 'rain', 'rainy', 'weather', 'storms', 'wind', 'washington', 'elementary', 'momlife', 'pickupline', 'sahm', 'schoolpickupline', 'schoolaged']",age4
anon_2664,28,2,0,470,"['packing', 'elementaryschool', 'sahm', 'sahmlife', 'kidslunch', 'momsoftiktok', 'kidslunchbox']",age4
anon_2597,39,5,31,5144,"['toddlers', 'parenting', 'momlife', 'kindergarten', 'chicagoland', 'indoorplayground', 'sahm', 'kidsempire']",age4
anon_2659,51,11,0,461,"['friday', 'tgif', 'vlog', 'sahm', 'sahmlife', 'educationmajor', 'elementaryeducation', 'momtok', 'momsoftiktok']",age4
anon_2400,37,7,0,879,"['momlife', 'fyp', 'kindergarten', 'sahm', 'backtoschoolhaul', 'firstyearofschool', 'momtok', 'momsoftiktok', 'parentsoftiktok']",age4
anon_1696,18,2,1,343,"['lol', 'funny', 'relatable', 'meme', 'viralvideo', 'momlife', 'preteen', 'fyp', 'sahm', 'momtok', 'fypシ', 'fypシ゚viral', 'memecut']",age4
anon_2665,25,2,0,700,"['school', 'elementary', 'parati', 'pickyeater', 'fyp', 'kindergarden', 'sahm', 'schoollunches', 'schoollunchbox', 'momtok', 'momsoftiktok', 'easylunchideas', 'schoollunchideas', 'lunchideasforkids', 'omiebox', 'packinglunchbox', 'sahmsoftiktok', 'easyschoollunches', 'omieboxlunch', 'pickyeaterfriendly']",age4
anon_2666,13,1,0,284,"['kindergarten', 'sahm']",age4
anon_0405,39,7,0,626,"['school', 'fieldtrip', 'viral', 'field', 'fyp', 'homeschool', 'usps', 'sahm', 'homeschooling', 'kindergartenteacher', 'momtok', 'mailcarrier', 'kidsoftiktok', 'teachersoftiktok', 'momsoftiktok', 'spendthedaywithus']",age4
anon_2473,15,2,0,354,"['teacher', 'kindergarten', 'homeschool', 'sahm']",age4
anon_2503,21,4,3,382,"['model', 'howto', 'kids', 'viral', 'teacher', 'elementary', 'backtoschool', 'schoolsupplies', 'fyp', 'kindergarten', 'homeschool', 'sahm', 'kindergartenteacher', 'earlychildhood', 'teachersoftiktok', 'fypシ゚viral', 'scissorskills✂️', 'howtouseschoolsupplies']",age4
anon_2667,14,9,0,1055,"['reading', 'writing', 'elementaryschool', 'sahm', 'teachersoftiktok', 'fypシ゚viral']",age4
anon_2445,1755,39,31,18920,"['reading', 'dayinthelife', 'classroom', 'tk', 'ipad', 'autism', 'prek', 'kindergarten', 'homeschool', 'sped', 'sahm', 'ditl', 'minivlog', 'specialeducation', 'watertable', 'outdoorplay', 'sensoryplay', 'specialneedsparenting', 'autismfriendly', 'sensorytable', 'sensoryfriendly', 'kidsactivites', 'kidslunchideas', 'advocatelikeamother', 'ipadlearning', 'educationalapps', 'autismhomeschool']",age4
anon_2668,2164,152,31,30036,"['ucf', 'momlife', 'fy', 'kindergarten', 'schoolmorning', 'collegeday', 'sahm', 'morningvlog', 'momtok', 'kidsmorningroutine']",age4
anon_2669,92,3,0,1051,"['foryou', 'firstdayofschool', 'kindergarten', 'sahm', 'sahmlife', 'girlmom', 'sahmtok']",age4
anon_2670,54,16,0,548,"['rocks', 'fyp', 'elementaryschool', 'sahm', 'scienceexperiments', 'girlmom', 'kidsoftiktok', 'science']",age4
anon_2394,18,3,1,916,"['mom', 'teacher', 'elementary', '10k', 'creator', 'youareenough', 'homeschool', 'elementaryschool', 'sahm', 'roadto10k', 'fypage', 'teachertok', 'tiktopshop']",age4
anon_2507,46,2,0,604,"['school', 'mom', 'naturalhair', 'spring', 'lunch', 'monday', 'april', 'kindergarten', 'solareclipse', 'sahm', 'potterybarn', 'afterspringbreak', 'sahw', 'thermos', 'haircurlyhair', 'girlmama', 'proteincoffee', 'packlunchformykids', 'whatipackmykids']",age4
anon_2422,73,6,0,1181,"['realistic', 'homeschool', 'vlog', 'sahm', 'ditl', 'secular', 'preschoolhomeschool', 'secularhomeschool', 'kindergartenhomeschool', 'realisticditl', 'realisticditlofasahm', 'realisticditlvlog']",age4
anon_2671,17,1,1,699,"['kindergarten', 'homeschool', 'sahm']",age4
anon_2672,570,36,2,9510,"['school', 'mybaby', 'momlife', 'kindergarten', 'sahm', 'tweenmom', 'tiktokmom', 'momsoftiktok']",age4
anon_2673,12,2,0,261,"['christmas', 'school', 'hawaii', 'thirdgrade', 'autism', 'fyp', 'kindergarten', 'autismawareness', 'sahm', 'kidsoftiktok', 'momsoftiktok', 'hawaiitiktok']",age4
anon_2674,133,17,0,1394,"['fyp', 'sahm', 'teachersoftiktok', 'formerteacher', 'elementaryteacher', 'sahmsoftiktok']",age4
anon_0186,85,5,4,9576,"['toddlerlife', 'kindergarten', 'homeschool', 'sahm', 'parentingtips', 'lessonplans', 'mathforkids', 'preschoolactivities', 'homeschoolmama', 'homeschoolhacks', 'homeschoolingkindergarten']",age4
anon_2675,12,2,1,513,"['school', 'familytime', 'breakfast', 'motherhood', 'firstday', 'makingmemories', 'backtoschool', 'momlife', 'firstdayofschool', 'schoolmornings', 'firstgrade', 'specialday', 'familymemories', 'sahm', 'sahmlife', 'momof3', 'schoolbreakfast', 'momtok', 'schooldecoration', 'momsoftiktok', 'tablescape']",age4
anon_2430,103,22,5,1309,"['research', 'facts', 'kindergarten', 'homeschool', 'sahm', 'homeschoolfamily', 'momsoftiktok', 'homeschoolingmom', 'kindergartenmom', 'homeschoolfacts']",age4
anon_2454,26,11,0,821,"['trending', 'viral', 'charterschool', 'lazysaturday', '5yearsold', 'fyp', 'kindergarten', 'stayathome', 'stayathomemom', 'sahm', 'scienceexperiments', 'rvlife', 'momtok', 'momtiktok', 'fulltimerv', 'rvlivingfulltime', 'rvlifewithkids']",age4
anon_2582,64,2,0,1770,"['teacher', 'elementary', 'teachers', 'teach', 'fyp', 'teacherlife', 'momthings', 'sahm', 'babytok', 'firstgradeteacher', 'teachersoftiktok', 'elementaryteacher', 'disneyteacher', 'disneyteachersoftiktok']",age4
anon_2676,51,2,2,1558,"['kindergarten', 'homeschooler', 'sahm', 'homeschoolingmom', 'homeschoolersoftiktok', 'homeschooltips']",age4
anon_2629,51,3,0,1004,"['kindergarten', 'homeschool', 'sahm', 'ditl', 'momtom', 'morningmenu', 'thegoodandthebeautiful', 'learningjournal']",age4
anon_2677,18,1,2,447,"['htx', 'kindergarten', 'funforkids', 'sahm', 'fypシ', 'thingstodoinhouston', 'houstoninteractiveaquarium']",age4
anon_2678,16,1,0,180,"['goodmorning', 'earlymornings', 'mybiggirl', 'fyp', 'kindergarten', 'getreadywithus', 'morningcoffee', 'mysweetboy', 'sahm', 'fyppppppppppppppppppppppp']",age4
anon_2679,14,10,1,138,"['elementaryschool', 'sahm', 'mombrain', 'momsoftiktok']",age4
anon_2680,11,4,0,289,"['lastdayofschool', 'fyp', 'kindergarten', 'firstgrade', 'babhgirl', 'momthings', 'sahm', 'readyfornextyear', 'girlmom', '2024', 'lastsayofsummerschool']",age4
anon_2496,766,23,4,12190,"['homeschool', 'sahm', 'homeschooling', 'homeschoolkindergarten']",age4
anon_2446,9,1,0,267,"['fun', 'school', 'art', 'kids', 'prek', 'fyp', 'kindergarten', 'homeschool', 'sahm', 'kindergartenlife', 'kidsactivities', 'homeschoolactivities', 'foryoupageofficiall', 'nametracing']",age4
anon_2428,54,3,6,1510,"['shopping', 'motherdaughter', 'preteen', 'fyp', 'tween', 'sahm', 'sahmlife', 'roadto10k', 'momtok', 'fypage', 'momsoftiktok', 'fypシ゚viral', 'joebidenisnotmypresident']",age4
anon_2681,31,1,0,358,"['guyanese', 'viral', 'girlsrule', 'five', 'kindergartener', 'sahm', 'momoffive', 'toddlergirl', 'momsoftiktok', 'monatmom', 'sahmsoftiktok']",age4
anon_2418,18,2,0,287,"['fyp', 'kindergarten', 'schoollunch', 'sahm', 'schoollunchideas', 'kidslunchideas', 'capcut', 'ConSantanderConecto']",age4
anon_2682,17,7,0,149,"['memories', 'halloween', 'lovethem', 'socute', 'elementary', 'mykids', 'parade', 'fyp', 'sahm']",age4
anon_2683,5,1,1,112,"['viral', 'teachers', 'education', 'prek', 'homeschool', 'educational', 'kinder', 'sahm', 'homeschooling', 'kindergartenteacher', 'socialskills', 'prekteacher', 'educationalpurposes', 'teachersoftiktok', 'momsoftiktok', 'homeschoolingmom', 'talkingpoints', 'socialemotional', 'socialemotionallearning', 'sahmsoftiktok', 'homeschoolersoftiktok', 'socialemotionalskills', 'ttsacl']",age4
anon_2684,31,9,2,423,"['concert', 'cooking', 'wifey', 'mop', 'wifeymaterial', 'marriedlife', 'accomplishments', 'kindergarten', 'momoftwo', 'mopping', 'workingmom', 'sahm', 'accountant', 'deepcleaning', 'workingathome', 'awardceremony', 'momof2', 'deepclean', 'mentallygone', 'fullcustody', 'momofboth', 'mommeals']",age4
anon_2685,16,5,3,2584,"['colors', 'dads', 'moms', 'parents', 'shapes', 'downsyndrome', 'asd', 'prek', 'fyp', 'kindergarten', 'ese', 'specialneeds', 'elementaryschool', 'foundational', 'sahm', 'giftideas', 'teachersoftiktok', 'parentsoftiktok', 'busybook', 'falldealsforyou']",age4
anon_2686,31,6,1,299,"['future', 'freak', 'viral', 'teacher', 'wishmeluck', 'fyp', 'elementaryschool', 'sahm', 'momsoftiktok', 'science', 'wivesoftiktok']",age4
anon_2659,41,9,0,486,"['tgif', 'firstday', 'sahm', 'futureteacher', 'elementaryeducation', 'carthoughts', 'momtok', 'momsoftiktok']",age4
anon_2485,17,2,0,454,"['school', 'clean', 'laundry', 'parents', 'coat', 'backtoschool', 'psa', 'kindergarten', 'lysol', 'sanitize', 'christmasbreak', 'sahm', 'schoolmom', 'kidsoftiktok', 'parentsoftiktok']",age4
anon_2639,9,2,0,323,"['florida', 'learning', 'elementary', 'adhd', 'autism', 'autistic', 'aar', 'homeschool', 'sahm', 'funschool', 'homeschooling', 'unschool', 'speechdelay', 'neurodiversity', 'unschooling', 'handsonlearning', 'allaboutreading']",age4
anon_2601,58,20,2,658,"['fyp', 'student', 'elementaryschool', 'sahm', 'paratii', 'momtok', 'teachersoftiktok', 'momsoftiktok', 'paratipage', 'fypシ', 'fypツ', 'fyppppppppppppppppppppppp']",age4
anon_2687,163,32,0,1483,"['funny', 'kidsbelike', 'granny', 'funnykids', 'momlife', 'elderly', 'youngmom', 'firstgrade', 'momcomedy', 'sahm', '100thdayofschool', 'girlmom', 'momofthree', 'grandmacostume', 'momlifebelike', 'kidsoftiktok', 'comedy', 'momsoftiktok', 'momcontent', 'funnymomcontent', 'momcontentcreator']",age4
anon_2688,29,1,1,1076,"['firstday', 'firstborn', 'kindergarten', 'myhearthurts', 'sahm', 'boymama']",age4
anon_2689,47,1,0,597,"['bestfriends', 'friends', 'bestfriend', 'alvinandthechipmunks', 'yolo', 'bestie', 'friendship', 'goodmusic', 'goodvibes', 'mylife', 'texas', 'sanantonio', 'mylifebelike', 'goodthing', 'trio', 'friendsforever', 'bestlife', 'livelovelaugh', '1995', 'husbandandwife', 'the3musketeers', 'fyp', 'ededdneddy', 'barlife', 'santo', 'hearnoevil', '3musketeers', 'husbandwife', 'seenoevil', 'bodyguard', 'elementaryschool', 'bluecollar', 'speaknoevil', '3blindmice', 'the3amigos', 'sahm', '3littlepigs', 'roxys', 'the3stooges', 'lostresamigos', 'sincehighschool', '210', 'powerpuffsgirls', '2004', 'seenoevilhearnoevilspeaknoevil', 'sandersonsisters', 'bestfriendscheck', 'foryourpage', 'husbandwifecomedy', 'momsoftiktok', 'momsover30', 'texascheck', 'fypシ', 'fypシ゚viral', 'trescaballeros', 'charlsangels💗', '3cabellaros', 'creatorsearchinsights', '3holyghost']",age4
anon_2690,22,9,1,1003,"['backtoschool', 'milestones', 'budget', 'strugglebus', 'falltime', 'schoolpictures', 'elementaryschool', 'sahm', 'fallschoolpictures']",age4
anon_2691,25,12,2,116,"['bestfriend', 'fall', 'fieldtrip', 'summerheat', 'momlife', 'farmlife', 'kindergarten', 'cornmaze', 'sahm', 'sahmlife', 'fallfestivities', 'kidsoftiktok', 'momsoftiktok', 'sahmsoftiktok']",age4
anon_2513,23,1,1,854,"['energy', 'nocap', 'daughters', 'momlife', 'preteen', 'fyp', 'mid', 'sahm', 'millennial', 'momof3', 'buisnessowner', 'foryourpage', 'momsoftiktok', 'momsover30', 'findleyfarm']",age4
anon_2692,126,15,2,4457,"['school', 'kids', 'kindergarten', 'sahm', 'babytok', 'momsoftiktok']",age4
anon_2693,16,3,0,339,"['blackmoms', 'momlife', 'firstdayofschool', 'newschool', 'kindergarten', 'kidlife', 'sahm', 'mommyblogger', 'kcblogger', 'kcinfluencer']",age4
anon_2694,37,13,0,520,"['backtoschool', 'kindergarten', 'kinder', 'sahm', 'sahmlife']",age4
anon_2503,21,6,1,759,"['viral', 'elementary', 'homeschool', 'sahm', 'funideas', 'kindergartenteacher', 'morningmeeting', 'chickachickaboomboom', 'whackamole', 'kidsactivities', 'fypage', 'amazonfinds', 'teachersoftiktok', 'learningnames', 'elementaryteacher', 'walmartpartner', 'fypシ゚viral', 'temufinds']",age4
anon_2695,16,1,0,373,"['kindergarten', 'spookyseason', 'sahm', 'homeschoolingmom']",age4
anon_2696,102,4,1,1921,"['merrychristmas', 'december', '4thgrade', 'vlogmas', 'christmasprogram', 'sahm', 'momof3']",age4
anon_2697,643553,1501,2881,4435955,"['school', 'morning', 'goodmorning', 'morningroutine', 'foryou', 'firstday', 'firstdayofschool', 'getreadywithus', '1stgrader', 'kindergartener', 'sahm', 'sahmlife', 'mamaof5', 'morningvlog', 'capcut', 'sahmtok']",age4
anon_2698,6,1,0,310,"['school', 'trending', 'viral', 'moms', 'tiktok', 'entrepreneur', 'kindergarten', 'viralvideos', 'sahm', 'mompreneur']",age4
anon_2699,33,4,1,539,"['applepie', 'apples', 'kindergarten', 'homeschool', 'sahm', 'treehouseschoolhouse']",age4
anon_2652,84,4,0,2150,"['dayinthelife', 'morningroutine', 'viral', 'grwm', 'ethiopian', 'habesha', 'dailyvlog', 'fyp', 'kindergarten', 'momoftwo', 'dayinmylife', 'sahm', 'sahmlife', 'schoolmorningroutine', 'schooldropoff', 'morningvlog', 'momvlog', 'momsoftiktok']",age4
anon_2486,24030,211,488,564664,"['reading', 'teachers', 'homeschool', 'elementaryschool', 'sahm', 'speechtherapy', 'wfhm', 'kidsreading', 'teachersoftiktok', 'readingfluency']",age4
anon_2175,67,8,0,1198,"['school', 'bible', 'morningroutine', 'jesus', 'kindergarten', 'homeschool', 'kinder', 'sahm', 'sahmlife', 'homeschooling', 'subjects', 'godprovides', 'curriculum', 'devotional', 'fruitsofthespirit', 'homeschoolmom', 'sahmof3', 'momsoftiktok', 'christianhomeschool', 'sahmsoftiktok', 'ditlofamom', 'sahmtok']",age4
anon_2700,42,1,2,519,"['future', 'goals', 'mom', 'home', 'house', 'decor', 'viral', 'sahm', 'homedecor', 'momtok', 'fypage', 'teachersoftiktok', 'momsoftiktok', 'houseinspo', 'elementaryteacher', 'housesoftiktok']",age4
anon_2701,25,2,1,691,"['momlife', 'fyp', 'kindergarten', 'sahm', 'babyirl', 'momsoftiktok', 'capcut']",age4
anon_2702,10,3,0,857,"['homework', 'learning', 'math', 'firstgrade', 'learningisfun', 'mathhelp', 'sahm', 'mathfacts', 'homeschooling', 'fluency', 'mathtok', 'elementarymath', 'kindergartenactivities']",age4
anon_2703,5,2,1,125,"['mom', 'wife', 'fyp', '1stgrade', 'firstgrade', 'stayathomemom', 'schoolevent', 'christmasprogram', 'christmasplay', 'sahm', 'sahmlife', 'sahw', 'speakingpart', 'momtok', 'sahmomsbelike', 'thewhatleycrew', 'creatorsearchinsights', 'creatorrewardsprogram', 'devinwhatley', 'nikiwhatley']",age4
anon_1653,6,1,0,687,"['juice', 'mom', 'goodmorning', 'lunchtime', 'earlymorning', 'snacks', 'mysonshine', 'momlife', 'myfirstborn', 'familyof5', 'boymom', 'earlymorningroutine', 'secondgrade', 'sahm', 'sahmlife', 'influencer', 'momof3', 'notakeout', 'bentobox', 'floridafamily', 'momtok', 'foryoupage', 'offtoschoolhegoes', 'crustable', 'momsoftiktok', 'smallcontentcreator', 'momcontent', 'pickytoddler', 'fyppppppppppppppppppppppp', 'bentoboxideas', 'bentoboxmom', 'bentoboxlunchmom', 'kidlunchideas', 'kidcontentcreator', 'lunchpackingasmr', 'momcontentcreator', 'lunchpackingideas', 'lunchpackingtips', 'lunchpackingmom', 'byebookie', 'packmysonlunchbag', 'packmysonslunchwithme', 'packmysonlunchbox', 'coolmomspacklunches', 'packmysonlunch', 'heavyonfoodathome', 'tamapamom']",age4
anon_2549,62,1,4,1035,"['love', 'learning', 'bilingual', 'tips', 'kindergarten', 'homeschool', 'sahm', 'carpettime', 'teachersoftiktok', 'homeschoolersoftiktok', 'bilingualteacher', 'heggerty', 'phonemicawareness']",age4
anon_2406,44,13,0,670,"['twins', 'back2school', 'firstdayofschool', 'cleanhouse', 'kinder', 'secondgrade', 'sahm', 'missmybabies', 'iamnotokaywiththis']",age4
anon_2704,8,2,0,274,"['morning', 'mom', 'friday', 'morningroutine', 'happyfriday', 'momlife', 'fortworth', 'elementaryschool', 'sahm', 'fortworthtexas', 'momlifeisthebest', 'momlifebelike', 'momsoftiktok']",age4
anon_2705,35,3,1,505,"['cookiemonster', 'kindergarten', 'boymom', 'sahm', 'capcut', 'disguiseaturkey']",age4
anon_2706,20,1,0,239,"['momlife', 'firstdayofschool', 'kindergarten', 'newadventures', 'sahm', 'momtok', 'covidbaby']",age4
anon_2707,32,1,0,232,"['firstdayofschool', 'fyp', 'kindergarten', 'sahm', 'momtok', 'momsoftiktok', 'fypシ゚viral']",age4
anon_2708,16,6,1,388,"['valentines', 'elementary', 'sahm', 'kidstoys', 'tiktokshop', 'tiktokaffiliate']",age4
anon_2709,14,6,0,349,"['foryou', 'fyp', 'elementaryschool', 'sahm', 'firstgrader', 'schoolpickup', 'creatorsearchinsights']",age4
anon_2710,276,4,1,7665,"['milso', 'fyp', 'lunchbox', 'elementaryschool', 'sahm', 'schoollunches', 'omie', 'milspouse', 'suchagirlmom', 'whatmykidseat', 'schoollunchideas', 'whatifeedmykids', 'omiebox', 'fyppppppppppppppppppppppp', 'omieboxbento']",age4
anon_2474,49,2,0,375,"['kids', 'food', 'easy', 'lunch', 'simple', 'momlife', 'fyp', 'kindergarten', 'lunchbox', 'aldi', 'sahm', 'kidslunch', 'lunchideas', 'momsoftiktok', 'lunchideasforkids']",age4
anon_2711,68,16,9,719,"['schooluniform', 'firstborn', 'schooldays', 'firstdayofschool', 'kindergarten', 'kinder', 'sahm', 'firstdayofkindergarten']",age4
anon_2535,14,1,0,119,"['kindergarten', 'sahm', 'foryoupage', 'momsoftiktok', 'toddlerlearning', 'tiktokshopfinds']",age4
anon_2712,40,20,2,439,"['momlife', 'notsponsored', 'kindergarten', 'kindergartener', 'sahm', 'kindergartenlife', 'momsover30']",age4
anon_2514,59,3,0,591,"['school', 'mom', 'teamwork', 'monday', 'viral', 'momlife', 'fy', 'kindergarten', 'sahm', 'roadto10k', 'contentcreator', 'fypage', 'fypp', 'fyppppppppppppppppppppppp', 'fypシ゚viral']",age4
anon_2713,60,21,1,432,"['myworld', 'iloveyou', 'babygirl', 'thereshegoes', 'kindergarten', 'sahm']",age4
anon_2595,46,9,0,451,"['viralvideo', 'fyp', 'kindergarten', 'sahm', 'sahmlife', 'kindergartenlife', 'kidshumor', 'foryoupage', 'viraltiktok', 'comedy', 'fyppppppppppppppppppppppp', 'sahmsoftiktok']",age4
anon_2175,71,19,0,432,"['school', 'trending', 'christian', 'godlovesyou', 'kindergarten', 'sahm', 'ditl', 'sahmlife', 'schoolmom', 'momof3', 'sahmof3', 'ditlofamom', 'ditlvlog']",age4
anon_2659,39,1,0,473,"['backtoschool', 'iconic', 'sahm', 'collegeclasses', 'futureteacher', 'busymom', 'elementaryeducation', 'mamaof4', 'momsoftiktok']",age4
anon_2490,106,29,1,1614,"['earthday', 'kindergarten', 'homeschool', 'sahm', 'ditl', 'homeschooling', 'homeschoolday', 'homeschoolmom', 'momsoftiktok', 'homeschoolingmom', 'homeschoolersoftiktok', 'earthdayactivities', 'ditlofamom', 'ditlofasahm', 'homeschoolditl']",age4
anon_2714,152,26,0,2113,"['foryou', 'firstdayofschool', 'fyp', 'kindergarten', 'sahm', 'sahmdiaries']",age4
anon_2423,114,6,1,715,"['mybaby', 'kindergarten', 'preemie', 'sahm', '2019', 'preclampsia', 'momsoftiktok']",age4
anon_1653,32,1,0,162,"['mom', 'goodmorning', 'schooltime', 'earlymorning', 'motherhood', 'happytuesday', 'haveagoodday', 'grwm', 'busstop', 'momlife', 'readyforschool', 'familyof5', 'boymom', 'earlymorningroutine', 'secondgrade', 'sahm', 'earlybirdgetstheworm', 'sahmlife', 'minivlog', 'influencer', 'momof3', 'hamiltonfamily', 'girlmom', 'almostmissedthebus', 'floridafamily', 'familyvloggers', 'momvlog', 'exhaustedmom', 'momtok', 'foryoupage', 'grwmforschool', 'busstopchronicles', 'momsoftiktok', 'toddlermoms', 'smallcontentcreator', 'busstopconversations', 'momcontent', 'grwmroutine', 'fyppppppppppppppppppppppp', 'tampamom', 'motherhoodunfiltered', 'kidcontentcreator', 'mykidshavetomuchenergy', 'momcontentcreator', 'overstimulatedmom', 'toddlercontentcreator', 'outmyhouseyougo', 'byebookies', 'runmesomecoffee', 'allmykidsup']",age4
anon_2659,146,23,3,1336,"['summertime', 'backtoschool', 'fulltimemom', 'sahm', 'sahmlife', 'elementaryeducation', 'momtok', 'momsinschool', 'momcontent']",age4
anon_2715,38,5,4,375,"['school', 'backtoschool', 'momlife', 'schoolstarting', 'summerisover', 'elementaryschool', 'stayathome', 'stayathomemom', 'sahm', 'sahmlife', 'homemaker', 'momsoftiktok']",age4
anon_2393,10,4,0,311,"['homeschool', 'secondgrade', 'sahm', 'homeschoolers', 'homeschoolmom', 'booksforkids', 'homeschoolersoftiktok', 'secondgradehomeschool']",age4
anon_2716,1,1,0,37,"['school', 'mybaby', 'justakid', 'firstdayofschool', 'kindergarten', 'boymom', 'sahm', 'momtok']",age4
anon_2715,21,2,0,468,"['school', 'funny', 'drama', 'freetime', 'pickuplines', 'elementaryschool', 'sahm', 'homemaker', 'schoolpickup', 'schoolpickupline', 'momsoftiktok']",age4
anon_2717,17,9,0,697,"['dailylife', 'momlife', 'vlog', 'lunchbox', 'vlogger', 'sahm', 'kindergartenlife', 'momtok', 'momsoftiktok', 'lunchboxideas', 'sahmsoftiktok', 'sahmtok', 'lunchboxideasforkids']",age4
anon_2584,13,2,0,460,"['homeschool', 'firstgrade', 'sahm', 'homeschoolmom', 'homeschoolersoftiktok', 'homeschoolactivities', 'firstgradeathome', 'christiankidsbooks', 'homeschoolelementary']",age4
