username,engagement,age_group,relatability_score,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
anon_0026,0.1152263374485596,age1,0.9809056520462036,0.0724845230579376,0.1444058120250702,0.0020356478635221,0.0407457202672958,0.1272848844528198,0.0015006541507318,0.0161497890949249,0.0042110346257686,0.0024407510645687,0.0022013203706592,0.0063798096962273,0.0030585015192627,0.0019054253352805,0.0077250516042113,0.0007594324415549,0.0009605715167708,7.008657848928124e-05,0.0155443269759416,0.0053632729686796,0.0001973161124624,0.0027837126981467,0.001244933460839,0.0065276180393993,0.0012682375963777,6.159847544040531e-05,0.000578167499043,0.0048411646857857,0.4709985256195068
anon_0027,0.1286407766990291,age1,0.6910155415534973,0.0063487775623798,0.0006268271245062,0.0042608133517205,0.0138013996183872,0.0123361172154545,0.0755549743771553,0.0012432791991159,0.003036108566448,0.0200640764087438,0.002474149223417,0.0051046665757894,0.0009863149607554,0.0001383913913741,0.0009791478514671,0.0004580267996061,0.0182285271584987,0.0003746927250176,0.0007273853407241,0.0007861613412387,0.0003184679953847,0.0066815842874348,0.0011882999679073,0.0011801223736256,0.003725248388946,0.0010763868922367,0.0030331250745803,0.0005707134841941,0.8012025952339172
anon_0028,0.0714285714285714,age1,0.2961916327476501,0.0040763993747532,0.0015692068263888,0.0016496024327352,0.0025886304210871,0.0046381703577935,0.000315327750286,0.1735137104988098,0.3020451962947845,0.0011887040454894,0.002549540484324,0.0023190372157841,0.0002876474754884,0.0005572012159973,0.0007212351774796,0.0003054505505133,0.0011481110705062,0.0003074647684115,0.000227497992455,0.0010556585621088,0.0002169695799238,0.0008641004678793,0.0003330726467538,0.0084806270897388,0.0002298930339748,0.0010852090781554,0.0035010306164622,0.0059747085906565,0.7511286735534668
anon_0029,0.0571487946799667,age1,0.2896516621112823,0.0080551421269774,0.0029106419533491,0.0009344166610389,0.0037419027648866,0.0105204852297902,0.0007043133373372,0.0121156992390751,0.0029537458904087,0.0026996172964572,0.0023947525769472,0.0013169803423807,0.0013322999002411,0.0015010414645075,0.0017558701802045,0.0004630829207599,0.0005749557749368,0.00040636464837,0.0006501253228634,0.0025638882070779,0.0004931763396598,0.0018712627934291,0.0009530780371278,0.0106153767555952,0.0011493816273286,0.000688764557708,0.004772225394845,0.0052704382687807,0.9807284474372864
anon_0030,0.15234375,age1,0.6250150203704834,0.0080404672771692,0.0015996653819456,0.0013146876590326,0.0033774836920201,0.0358561761677265,0.003833140945062,0.0128527330234646,0.0133213484659791,0.077775128185749,0.008598044514656,0.0052152201533317,0.0007567876018583,0.0005222350009717,0.0053845476359128,0.000416900642449,0.0009887998457998,0.0001727636990835,0.0043347710743546,0.0074540297500789,0.0005454258061945,0.0180830601602792,0.0003789672337006,0.0250330194830894,0.000537805375643,0.0006320200045593,0.0063923299312591,0.0022226190194487,0.7059763073921204
anon_0031,0.0268263473053892,age1,0.9809395670890808,0.0169921033084392,0.3041847348213196,0.0015897887060418,0.0052545377984642,0.0093901148065924,0.0012057579588145,0.0093611683696508,0.0067205787636339,0.0025940150953829,0.0020313167478889,0.003645543474704,0.001072927028872,0.0012963241897523,0.001140110543929,0.0003059442387893,0.0005126349860802,0.0006069002556614,0.0061948159709572,0.0225121546536684,0.0002536712563596,0.0011300805490463,0.0007863906212151,0.0114224953576922,0.0004989107255823,0.0003935729619115,0.0049928501248359,0.0033901601564139,0.8020836114883423
anon_0032,0.0383141762452107,age1,0.2299728393554687,0.0088202506303787,0.0003691090096253,0.0022981949150562,0.0036389541346579,0.0178892165422439,0.011006411164999,0.0091461148113012,0.0171931460499763,0.0243239812552928,0.0077053974382579,0.0022866216022521,0.0010090772993862,0.0008153924718499,0.0014060811372473,0.0004914542660117,0.0014747768873348,0.0004177278897259,0.0005474383360706,0.0011706404620781,0.0009536967263557,0.0027440744452178,0.0008566068136133,0.0086627453565597,0.0024708935525268,0.0016946580726653,0.0109210601076483,0.0019749675411731,0.8527349829673767
anon_0033,0.1139240506329113,age1,0.6582534313201904,0.0107784494757652,0.002146951155737,0.0030697830952703,0.0121157458052039,0.0728552639484405,0.0104399863630533,0.0021332835312932,0.0011209222720935,0.0569532811641693,0.0041849240660667,0.0021279389038681,0.0005450209719128,0.0003803908184636,0.0091545106843113,0.0035060395020991,0.0004775676643475,0.0003108412784058,0.002298412611708,0.0093790106475353,0.0006858037086203,0.0529939755797386,0.0012175657320767,0.0052681639790534,0.0015768927987664,0.0004079958889633,0.0015927583444863,0.0030139836017042,0.7575336694717407
anon_0034,0.1247600767754318,age1,0.2678033709526062,0.0060053886845707,0.0017411229200661,0.0037323122378438,0.0029044074472039,0.0186316780745983,0.0031259390525519,0.0140940668061375,0.0202421844005584,0.0014350899728015,0.0024213066790252,0.0050102127715945,0.0016264058649539,0.000555251026526,0.0007910410640761,0.0004937390913255,0.0008016877691261,0.0004439819022081,0.0003133630088996,0.0028440144378691,0.0002372556191403,0.0068229530006647,0.0002497834793757,0.021226305514574,0.0003601559437811,0.0008013704791665,0.0022451581899076,0.0014447695575654,0.9120875597000122
anon_0035,0.0389610389610389,age1,0.2549991011619568,0.0106786144897341,0.0011414102045819,0.0099064316600561,0.0201928317546844,0.0030204481445252,0.000743392505683,0.0025144407991319,0.0037112387362867,0.0004136909556109,0.0590067952871322,0.0293332561850547,0.0519284009933471,0.0024671696592122,0.0009702256065793,0.009694137610495,0.0028383620083332,0.0011707096127793,0.0003719392116181,0.0031782374717295,0.0013676272938027,0.0005315446178428,0.0007276626420207,0.0048106089234352,0.0008717152522876,0.0009968203958123,0.0486175268888473,0.0057226880453526,0.7417566776275635
anon_0036,0.0666666666666666,age1,0.295820415019989,0.0534309521317482,0.0037604568060487,0.0672933384776115,0.3058763742446899,0.0273120943456888,0.0015347404405474,0.0010978061472997,0.0022797989659011,0.0022279063705354,0.0956905484199523,0.0288159437477588,0.1150673627853393,0.00246984208934,0.0026457854546606,0.0043587903492152,0.0032777832821011,0.0004498820344451,0.0048424489796161,0.0046234666369855,0.0009939124574884,0.0019457697635516,0.0012224114034324,0.0156244598329067,0.0014369853306561,0.0011320895282551,0.0182348601520061,0.0025686887092888,0.2078004777431488
anon_0037,0.0966850828729281,age1,0.9577972888946532,0.0312637202441692,0.598086416721344,0.0026946573052555,0.0053193001076579,0.0645502358675003,0.0016640486428514,0.0104464814066886,0.0057939998805522,0.0033605636563152,0.0014514847425743,0.0079626692458987,0.0015822207788005,0.0005434722406789,0.0011836168123409,0.0005689019453711,0.0005938490503467,0.0001320166775258,0.0154918329790234,0.042764063924551,0.0002409695880487,0.0038163915742188,0.0006030043587088,0.012305723503232,0.0004741093434859,0.0001421904453309,0.0008142662118189,0.0007016432937234,0.333405077457428
anon_0038,0.0418553420633949,age1,0.2536523342132568,0.009507848881185,0.0020919560920447,0.0010106484405696,0.0028290329501032,0.0199032165110111,0.000712287495844,0.0072393678128719,0.00612080283463,0.0025638968218117,0.0029146077577024,0.0010325836483389,0.0011563710868358,0.0013704199809581,0.0036204862408339,0.0008457835647277,0.0007577090873382,0.0004731786611955,0.0020071235485374,0.0088857980445027,0.0002985758183058,0.0016298572300001,0.0005435124039649,0.0209850911051034,0.0004669644404202,0.0005480974796228,0.0069002723321318,0.0069745602086186,0.938747763633728
anon_0039,0.0176890156918687,age1,0.3509282767772674,0.005365087185055,0.0023011357989162,0.0002721761702559,0.0015946681378409,0.0079217851161956,0.0009674163302406,0.0064162905327975,0.0033580765593796,0.0031834337860345,0.0026667083147913,0.0014090428594499,0.0004531265294644,0.0008548410842195,0.0064768018200993,0.0007818576996214,0.0003838816192001,0.0002859748201444,0.0020034161861985,0.0013096393086016,0.0006001109723001,0.0063250516541302,0.0007164504495449,0.0145091284066438,0.0015506049385294,0.0007594107300974,0.0024607048835605,0.0070812981575727,0.9645835757255554
anon_0040,0.0252156602521566,age1,0.2686690986156463,0.0060593797825276,0.0013324724277481,0.0009052805253304,0.0037930971011519,0.0073437369428575,0.000675210962072,0.0104095861315727,0.0019804791081696,0.0012438282137736,0.0067699016071856,0.0164796337485313,0.0012456926051527,0.0011639822041615,0.0008337664185091,0.0007311883382499,0.0010036095045506,0.0004111175076104,0.0006687485729344,0.0022087818942964,0.0002325801324332,0.0013209241442382,0.0007580138626508,0.006971932016313,0.0012963759945705,0.0010820248862728,0.0050563653931021,0.0040986132808029,0.9342902302742004
anon_0041,0.1673640167364016,age1,0.894109308719635,0.0708040595054626,0.0038049570284783,0.0020813923329114,0.0036380600649863,0.0430385172367095,0.0026872428134083,0.0182440262287855,0.0895723178982734,0.0018971656681969,0.0020720125176012,0.0028839507140219,0.0006373309297487,0.0002945957239717,0.0162830892950296,0.0003501363680697,0.0004131656314712,0.000207639823202,0.0331051833927631,0.6939538717269897,0.0001249975903192,0.0036903240252286,0.0002635376586113,0.0117765655741095,0.000273856887361,0.0001193355419673,0.0010531167499721,0.0030654636211693,0.3010038733482361
anon_0042,0.0759753593429158,age1,0.5168656706809998,0.0131583213806152,0.0018919745925813,0.0003621793002821,0.004196548834443,0.0532285757362842,0.0043669659644365,0.0016458451282233,0.0041664699092507,0.0013488746481016,0.0147893261164426,0.001011918648146,0.0004289763455744,0.0012150846887379,0.0131086008623242,0.0010863618226721,0.000753141765017,0.0004718816198874,0.0088417502120137,0.0023780716583132,0.0004110867448616,0.0068240808323025,0.0023259182926267,0.0225180871784687,0.0059857834130525,0.0004357547441031,0.0110232671722769,0.0094129322096705,0.8310263752937317
anon_0043,0.1083333333333333,age1,0.2793968617916107,0.0067098317667841,0.0028383606113493,0.0009753234335221,0.0076415557414293,0.0247015431523323,0.0054898341186344,0.0050610499456524,0.0026490779127925,0.0045278770849108,0.0040071061812341,0.0018773083575069,0.0013759322464466,0.0005964379524812,0.0010595077183097,0.000496516819112,0.000947869149968,0.0003973151615355,0.0013110333820804,0.0048835142515599,0.0002374144823988,0.0022790322545915,0.0008410548325628,0.013160110451281,0.0005926664452999,0.000399793323595,0.0064780907705426,0.0021367701701819,0.904508113861084
anon_0044,0.0378787878787878,age1,0.211258977651596,0.0298478677868843,0.0005997850676067,0.0018762389663606,0.0015547155635431,0.0120845045894384,0.0007004623766988,0.0062849894165992,0.015551128424704,0.001946436590515,0.0027871404308825,0.001248704502359,0.0005182839813642,0.0003601679927669,0.0012571441475301,0.0003341995761729,0.0022899070754647,0.002283300505951,0.0004377840668894,0.0027432329952716,0.0004408974200487,0.0006982689374126,0.0005983036826364,0.0072550396434962,0.0017148603219538,0.0020462798420339,0.0047223838046193,0.0039562229067087,0.9570298790931702
anon_0045,0.1029411764705882,age1,0.3306851089000702,0.2137672454118728,0.0052507035434246,0.0011072736233472,0.0084749711677432,0.0835092663764953,0.000959457072895,0.0020119058899581,0.0099408384412527,0.0091073177754879,0.0039722281508147,0.0011341889621689,0.0002863816043827,0.0009580996120348,0.1777086406946182,0.0010051787830889,0.0004718314448837,0.0003931548562832,0.0391523465514183,0.0474925562739372,0.0014025757554918,0.0072040357626974,0.0022582050878554,0.0131069971248507,0.0016020401380956,9.062687604455276e-05,0.0007640171097591,0.0273384507745504,0.2172691524028778
anon_0046,0.048667439165701,age1,0.275636225938797,0.0031126935500651,0.0024429860059171,0.010397357866168,0.0223321244120597,0.0090114902704954,0.0007521964726038,0.0041748331859707,0.0019863795023411,0.0017783956136554,0.0126755908131599,0.0104197589680552,0.0029459302313625,0.0027602948248386,0.0010021920315921,0.0005635587731376,0.0008193088578991,0.0002840455272234,0.0006319435196928,0.0005570278153754,0.0002889701572712,0.0009373900829814,0.0012863427400588,0.0058393822982907,0.0010467312531545,0.0021067936904728,0.0037918575108051,0.0022317806724458,0.9561724662780762
anon_0047,0.07066368362002,age1,0.7567774057388306,0.1131908670067787,0.0042368206195533,0.0003668078570626,0.0016499463235959,0.0756080672144889,0.0253568533807992,0.0015194265870377,0.0058810492046177,0.0284699145704507,0.0054928706958889,0.0010129185393452,0.0004246849857736,0.000564134621527,0.0241441596299409,0.0004025441303383,0.0047765229828655,0.0040752128697931,0.2129576057195663,0.1566763371229171,0.0004731923690997,0.0229977704584598,0.0031065177172422,0.0219061207026243,0.0014693561242893,0.0002707557578105,0.0147774713113904,0.0051774848252534,0.2391903400421142
anon_0048,0.0651465798045602,age1,0.511965274810791,0.0042522684670984,0.0083202663809061,0.0022694438230246,0.0064360196702182,0.0061523476615548,0.0041221417486667,0.0013233798090368,0.002985251834616,0.0065025691874325,0.0016932904254645,0.0004496035689953,0.0021326756104826,0.0015098095173016,0.3006214499473572,0.0001660514535615,0.0063242339529097,0.0005013508489355,0.2074495255947113,0.0201550163328647,0.0002183546457672,0.0029329138342291,0.0028417771682143,0.0066682137548923,0.0013582910178229,0.0003459218423813,0.0015840816777199,0.0065717068500816,0.545422375202179
anon_0049,0.0235849056603773,age1,0.3957121670246124,0.0204057414084672,0.0008484978461638,0.0012745016720145,0.0021032597869634,0.0266067329794168,0.0111494166776537,0.0368953309953212,0.1949318647384643,0.0036788724828511,0.0039427261799573,0.0060014566406607,0.0004146699502598,0.0004821336187887,0.003750872798264,0.0005183076718822,0.0018500499427318,0.0004303912864997,0.0015643351944163,0.0122576020658016,0.0003375096421223,0.0051670176908373,0.0001907780533656,0.0296776723116636,0.0001667777250986,0.0012385284062474,0.00355797377415,0.0036615768913179,0.6537154316902161
